Freq(Hz),Eq=(1-S11)/(1+S11)(DB),Eq=(1-S11)/(1+S11)(DEG),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
162535312.5,-33.028458,43.937916,-0.27908894,-1.7745593,-80.705482,43.557995,-86.590973,144.7296,-1.2381262,16.15387
162536250,-33.041573,43.981796,-0.27846217,-1.7732881,-86.859161,141.42596,-80.397186,72.35186,-1.2372849,16.145695
162537187.5,-33.039482,44.158394,-0.27769873,-1.7793674,-80.993477,77.332703,-78.437462,-107.7713,-1.2375749,16.140944
162538125,-33.035072,44.012535,-0.27852619,-1.7756017,-80.860245,-25.403833,-83.807541,-149.61754,-1.238443,16.139088
162539062.5,-33.02784,44.093842,-0.27837539,-1.779688,-86.116997,-1.5633017,-81.014389,-114.92973,-1.2389917,16.130445
162540000,-33.050148,43.946796,-0.27835155,-1.7704166,-87.269661,40.095695,-81.882141,46.399937,-1.2371657,16.121134
162540937.5,-33.02285,44.041653,-0.27878118,-1.7790376,-91.920509,-25.022062,-72.868858,-158.98465,-1.2379705,16.115757
162541875,-33.026947,43.952785,-0.27906758,-1.7753456,-77.601654,-139.43045,-83.77713,-23.438982,-1.2391728,16.108196
162542812.5,-33.040783,44.098412,-0.27793953,-1.7771835,-82.38166,42.962055,-89.461304,81.904465,-1.2377018,16.103018
162543750,-33.050293,43.94268,-0.27836621,-1.7702556,-85.083916,100.37164,-88.401276,15.027076,-1.2387974,16.101538
162544687.5,-33.024826,44.197392,-0.27798352,-1.7836219,-84.45697,168.2973,-84.326241,-23.884382,-1.2385619,16.096243
162545625,-33.054157,44.02644,-0.27784979,-1.7721478,-95.962524,157.68996,-79.429085,-38.087509,-1.2385595,16.088652
162546562.5,-33.038799,44.158653,-0.27771944,-1.7795162,-76.332817,31.028481,-77.582214,65.743271,-1.2387922,16.084738
162547500,-33.02832,44.028511,-0.27866757,-1.7774956,-83.242599,-96.447945,-80.073257,-29.931864,-1.2391096,16.066446
162548437.5,-33.016998,44.19175,-0.27826077,-1.7850497,-92.265457,-176.79099,-85.754791,117.07874,-1.2383679,16.073799
162549375,-33.007496,43.995193,-0.27949333,-1.7806925,-79.649734,-158.81134,-102.38428,115.23802,-1.2392319,16.066547
162550312.5,-33.009354,44.102505,-0.27892742,-1.7837595,-88.687943,127.8877,-85.087494,143.5864,-1.2389449,16.062819
162551250,-33.045311,43.996902,-0.27827147,-1.7730083,-80.463806,29.342302,-82.887314,2.7267284,-1.2403219,16.0497
162552187.5,-33.046848,44.143463,-0.27753374,-1.7773823,-79.069252,123.19988,-83.490158,3.9101245,-1.2381533,16.044474
162553125,-33.036915,43.983158,-0.2786051,-1.7742834,-81.811584,-172.24115,-84.647224,-173.38664,-1.2386401,16.038452
162554062.5,-33.064606,43.88084,-0.27819711,-1.7653607,-80.757767,-105.38389,-82.63485,139.85725,-1.2389026,16.032314
162555000,-33.019333,43.856262,-0.27976593,-1.7737985,-87.732002,-169.65547,-89.228889,1.1092373,-1.2390444,16.026707
162555937.5,-33.044777,44.002563,-0.27826208,-1.7732992,-94.567329,117.88199,-81.700409,36.117786,-1.2376934,16.011917
162556875,-33.023834,43.933102,-0.27926013,-1.7753499,-80.469681,-36.710072,-82.033279,85.902863,-1.2389671,16.022503
162557812.5,-33.04417,43.925201,-0.27864432,-1.7709432,-84.499924,12.782349,-80.54425,76.402359,-1.2391603,16.013496
162558750,-33.030281,43.749214,-0.27991506,-1.7681171,-88.435272,-167.43854,-85.903992,-72.829628,-1.2384679,16.000492
162559687.5,-33.032845,43.883949,-0.2792013,-1.7719295,-77.854958,134.23019,-88.161034,-7.3243518,-1.2382087,16.001011
162560625,-33.046623,43.985138,-0.27828464,-1.772364,-76.89917,44.461872,-75.628525,128.27469,-1.2390798,15.989026
162561562.5,-33.050156,43.834473,-0.27887705,-1.7668129,-87.799194,39.423664,-75.415024,93.877533,-1.2391808,15.976759
162562500,-33.040611,44.058987,-0.27813032,-1.7759566,-82.965767,171.60959,-85.094917,45.057705,-1.2396287,15.971045
162563437.5,-33.059441,44.027107,-0.27767771,-1.7710907,-84.516006,-179.8671,-85.212631,49.812489,-1.2377063,15.973584
162564375,-33.0676,43.923214,-0.2779032,-1.7661076,-75.743225,-168.71335,-78.897598,-9.1486092,-1.2397906,15.964553
162565312.5,-33.071339,43.912449,-0.27783403,-1.7650033,-84.36937,33.149384,-84.430763,-25.01755,-1.2386501,15.963712
162566250,-33.072193,44.019405,-0.27730656,-1.7682461,-89.610023,17.143547,-77.788078,0.40861073,-1.2372828,15.956677
162567187.5,-33.070316,43.948254,-0.27769935,-1.7663558,-87.502853,-169.76283,-77.593277,0.40841538,-1.239591,15.942846
162568125,-33.024311,43.824966,-0.27975243,-1.7717741,-85.010262,-135.09622,-85.309242,72.665421,-1.2391844,15.944175
162569062.5,-33.053001,44.129997,-0.27740049,-1.7756928,-85.645126,-155.49843,-77.736374,158.40485,-1.2387329,15.930834
162570000,-33.052795,43.826778,-0.27882829,-1.7660289,-77.667252,-115.17938,-78.227104,96.607994,-1.2389429,15.924504
162570937.5,-33.016438,43.913124,-0.27959195,-1.7762204,-81.025673,-149.88443,-85.391075,24.000849,-1.2389276,15.918052
162571875,-33.045692,44.009567,-0.27819985,-1.7733365,-80.570869,-64.194252,-81.665024,-28.068552,-1.2395912,15.909235
162572812.5,-33.058945,43.977997,-0.27792367,-1.7696217,-88.199303,-98.317451,-92.299438,168.9167,-1.239404,15.911442
162573750,-33.047211,43.926434,-0.27854112,-1.7703633,-76.700401,-108.94506,-78.557152,91.850456,-1.239562,15.911507
162574687.5,-33.058556,44.044598,-0.27762398,-1.7718304,-76.507614,172.1438,-92.609825,-161.9131,-1.2380645,15.892978
162575625,-33.036926,44.209682,-0.27753881,-1.7815311,-77.111076,-89.290558,-88.510025,74.031021,-1.2394426,15.898963
162576562.5,-33.066658,44.107483,-0.27707043,-1.7721845,-90.327576,88.301933,-87.718132,-89.720108,-1.238151,15.890772
162577500,-33.0564,43.943787,-0.27816543,-1.7690458,-87.446129,26.117479,-86.092743,15.144616,-1.2398978,15.883048
162578437.5,-33.050728,44.157715,-0.27734283,-1.7770435,-97.15155,-139.50536,-92.236694,115.0233,-1.2382926,15.87978
162579375,-33.032478,43.987972,-0.27872473,-1.7753445,-83.421013,129.55296,-81.236366,128.33461,-1.2388957,15.866436
162580312.5,-33.047504,43.838234,-0.27894458,-1.7674733,-85.88047,103.43658,-81.38179,26.871162,-1.238945,15.867106
162581250,-33.03236,44.139843,-0.27801394,-1.7802345,-75.477577,16.04104,-82.092651,-85.605484,-1.2369758,15.855314
162582187.5,-33.03764,43.986591,-0.2785657,-1.774245,-80.35511,-17.865744,-88.593529,-34.855297,-1.2391176,15.847673
162583125,-33.057594,43.849567,-0.27856791,-1.7657841,-74.614548,-83.215508,-79.941925,-23.534321,-1.2389288,15.850272
162584062.5,-33.045307,43.994949,-0.27828085,-1.7729472,-76.501556,120.76419,-77.112274,-169.33521,-1.2381947,15.841196
162585000,-33.060841,43.822914,-0.27858835,-1.7642699,-93.356941,-177.75261,-87.195129,-5.579134,-1.2389508,15.830873
162585937.5,-33.059147,43.8568,-0.27848431,-1.7657003,-89.497894,9.0225258,-77.869858,-131.81447,-1.2387869,15.828231
162586875,-33.039074,43.956867,-0.27865928,-1.772999,-87.35936,-167.47346,-80.227364,-70.340439,-1.2386796,15.825675
162587812.5,-33.055481,44.090416,-0.27750722,-1.773922,-79.662842,159.10294,-79.622749,52.070522,-1.2398252,15.810922
162588750,-33.020599,44.205296,-0.27808145,-1.7847431,-96.022972,-169.02422,-85.27581,-73.66272,-1.2378465,15.809544
162589687.5,-33.031391,43.855793,-0.27938014,-1.7713214,-82.890068,85.082489,-85.294891,-143.87773,-1.2392875,15.813732
162590625,-33.040169,43.832886,-0.27920529,-1.768796,-78.955322,11.877997,-79.66095,-115.28226,-1.2385831,15.79055
162591562.5,-33.066376,44.07312,-0.27724054,-1.7711458,-80.19384,97.29348,-83.639587,-3.8390405,-1.2403661,15.792963
162592500,-33.031033,43.870415,-0.27932301,-1.7718643,-82.884079,50.391228,-93.011917,-116.21945,-1.2398323,15.779832
162593437.5,-33.043159,43.898148,-0.27880359,-1.770282,-79.85511,167.16019,-84.224762,-153.45262,-1.2398384,15.776922
162594375,-33.046703,43.903587,-0.27866441,-1.7697341,-77.346649,-151.10406,-82.125145,-149.03714,-1.2388016,15.770024
162595312.5,-33.037788,43.881397,-0.27905449,-1.7708393,-83.442162,-20.199665,-81.562691,29.643919,-1.2393904,15.779894
162596250,-33.047287,44.041191,-0.27800035,-1.7740229,-79.063019,167.11246,-80.759659,-13.664207,-1.2394606,15.761993
162597187.5,-33.030163,43.966103,-0.27890179,-1.7751158,-85.725632,-164.11084,-104.60246,100.92356,-1.2398947,15.759473
162598125,-33.047558,43.84885,-0.27889329,-1.7678038,-81.624077,-62.114574,-80.889778,-84.563766,-1.2390052,15.750546
162599062.5,-33.03038,43.939228,-0.27902105,-1.7742087,-83.109962,-122.72264,-80.112183,-155.43143,-1.2399331,15.74466
162600000,-33.024246,43.791473,-0.27991149,-1.7707083,-81.606628,-76.729568,-81.244698,-65.901115,-1.2386365,15.737124
162600937.5,-33.025021,44.161686,-0.27814579,-1.7824388,-91.748894,33.938114,-82.006912,39.38879,-1.2395114,15.7367
162601875,-33.042679,43.945148,-0.2785987,-1.7718878,-87.3172,-38.625004,-87.036575,94.365646,-1.2397783,15.727646
162602812.5,-33.075481,43.944149,-0.27755353,-1.7651745,-80.345673,-155.20494,-83.768517,28.646233,-1.2387758,15.72128
162603750,-33.060207,43.7616,-0.27889484,-1.7624314,-83.691322,-159.98006,-91.019821,91.840225,-1.239715,15.714536
162604687.5,-33.055458,43.873417,-0.27852485,-1.7669834,-80.74028,-178.1546,-90.042763,93.905571,-1.2396022,15.699398
162605625,-33.068455,43.915936,-0.27790993,-1.7657011,-78.928932,97.259651,-83.288872,54.449066,-1.2386805,15.696897
162606562.5,-33.036915,43.948433,-0.27876812,-1.7731694,-82.443932,-68.627068,-90.010094,92.795036,-1.2405016,15.697782
162607500,-33.061272,44.076744,-0.27738646,-1.7723029,-80.771759,-37.428272,-80.141472,163.3759,-1.2393402,15.686356
162608437.5,-33.053913,44.063667,-0.27768299,-1.7733883,-82.04422,176.27477,-78.523842,-0.44295284,-1.2394502,15.673876
162609375,-33.034473,44.016747,-0.2785255,-1.7758588,-79.63871,-101.75108,-85.506752,-148.82883,-1.2404042,15.681572
162610312.5,-33.041962,43.716698,-0.27969089,-1.7646939,-91.589523,76.24527,-76.105515,125.92271,-1.239108,15.666422
162611250,-33.030998,43.983086,-0.27879518,-1.7754904,-79.56971,-149.40097,-85.467522,140.94278,-1.2391146,15.668191
162612187.5,-33.026691,44.093941,-0.27841169,-1.7799265,-107.50025,-59.133633,-78.158775,173.85374,-1.2380338,15.658286
162613125,-33.05864,44.092865,-0.27739489,-1.7733551,-81.596283,33.846451,-77.182899,-76.811966,-1.2376108,15.652932
162614062.5,-33.065586,44.001034,-0.27760354,-1.7690052,-77.498131,156.1521,-81.972321,112.76248,-1.239803,15.649687
162615000,-33.056194,44.012024,-0.2778523,-1.7712715,-85.930603,118.44624,-80.651642,-162.61935,-1.2389529,15.651232
162615937.5,-33.02927,43.836487,-0.27953881,-1.7711331,-77.542572,84.64447,-79.386314,-176.62523,-1.2410214,15.634249
162616875,-33.037128,43.740768,-0.27973405,-1.7664516,-84.203896,-87.29248,-84.532349,162.53351,-1.238826,15.637556
162617812.5,-33.03339,43.828678,-0.27944282,-1.7700413,-104.31041,-49.551628,-87.030197,3.7228293,-1.2390007,15.629756
162618750,-33.043976,43.937695,-0.27859196,-1.7713835,-84.693344,-82.471329,-96.648102,-115.83759,-1.2384464,15.616625
162619687.5,-33.03788,43.831871,-0.27928349,-1.7692291,-76.636497,178.65575,-85.384308,162.53719,-1.2400193,15.602893
162620625,-33.035431,43.970413,-0.27871257,-1.7741777,-77.033791,162.01936,-84.429504,105.00682,-1.2391601,15.606245
162621562.5,-33.045094,44.080021,-0.27788815,-1.7757132,-91.76696,129.2245,-107.20066,-161.46243,-1.2406551,15.602563
162622500,-33.035595,43.923519,-0.27892733,-1.7726392,-77.46508,-116.65119,-75.843208,137.4357,-1.2396852,15.59551
162623437.5,-33.026978,43.823158,-0.27967504,-1.7711715,-77.84742,-75.378082,-80.940651,41.783962,-1.2401848,15.59343
162624375,-33.04047,43.977203,-0.27851903,-1.773366,-86.909393,8.1785622,-78.212029,-74.248886,-1.2402384,15.57565
162625312.5,-33.03228,43.896786,-0.27915925,-1.7724572,-99.82399,-102.27766,-77.579681,-117.8606,-1.2391202,15.575179
162626250,-33.059761,43.746738,-0.2789785,-1.7620449,-88.066513,101.00525,-83.197998,-168.35445,-1.2403573,15.56861
162627187.5,-33.026569,44.036037,-0.27868828,-1.7780954,-83.801163,-41.058704,-108.54672,101.00155,-1.240243,15.568911
162628125,-33.029671,44.025036,-0.27864051,-1.7771074,-75.826614,-95.767418,-82.027184,-11.052479,-1.2390321,15.55363
162629062.5,-33.020775,43.960785,-0.27922839,-1.7768658,-82.461349,71.577736,-81.979843,142.45279,-1.2398359,15.553284
162630000,-33.029011,44.084652,-0.27838111,-1.7791533,-93.077469,14.830045,-92.512398,81.827713,-1.2392316,15.542512
162630937.5,-33.024879,43.884079,-0.27945682,-1.7735603,-89.485359,-114.86549,-78.825203,7.8337226,-1.2402589,15.540166
162631875,-33.057034,44.069893,-0.27755404,-1.7729497,-81.799187,60.562084,-75.759277,-149.97156,-1.2400291,15.52716
162632812.5,-33.057358,43.93327,-0.27818397,-1.7685142,-79.908394,20.334684,-76.123138,31.856218,-1.2383914,15.521991
162633750,-33.024654,44.072571,-0.27857769,-1.7796596,-77.391296,120.8193,-81.865891,-160.08995,-1.2393513,15.520533
162634687.5,-33.024734,43.998611,-0.27892321,-1.7772698,-81.610695,31.784426,-77.936104,89.950638,-1.2406864,15.516066
162635625,-33.037083,44.240643,-0.27738777,-1.7824872,-82.769821,-144.07813,-79.220093,-12.805063,-1.2392718,15.510347
162636562.5,-33.047035,44.0462,-0.27798492,-1.7742347,-89.384102,129.75444,-89.431519,-36.70187,-1.239477,15.499926
162637500,-33.025463,44.063297,-0.27859539,-1.779196,-87.525368,-14.325068,-83.474541,-131.48224,-1.2392544,15.497087
162638437.5,-33.035141,43.784138,-0.27959511,-1.7682519,-85.35791,-144.08775,-78.116783,150.78549,-1.2397037,15.493503
162639375,-33.024654,43.946308,-0.27917174,-1.7756068,-78.154572,-33.421818,-80.075562,-1.3118701,-1.2396138,15.487293
162640312.5,-33.033482,44.070465,-0.27830467,-1.7777833,-95.887184,57.628334,-88.896721,-177.84444,-1.2387326,15.48004
162641250,-33.02235,43.884502,-0.27953616,-1.7740906,-85.916626,72.882744,-80.456909,-119.05939,-1.239917,15.476013
162642187.5,-33.004768,43.896729,-0.28004485,-1.7780805,-90.136902,-176.67517,-87.037209,-124.44695,-1.2403272,15.470078
162643125,-33.03722,43.900745,-0.27898204,-1.7715768,-81.672874,60.924877,-80.72216,153.60405,-1.2393187,15.464875
162644062.5,-32.993931,43.838985,-0.28066641,-1.7784373,-77.835205,-20.065491,-81.114067,-74.033516,-1.2401912,15.458429
162645000,-33.026325,43.744652,-0.28006393,-1.7687761,-112.16617,-102.97415,-82.577492,78.235657,-1.2405635,15.445523
162645937.5,-33.02282,43.985756,-0.27904525,-1.7772495,-77.623283,107.98441,-74.79026,-31.941431,-1.2392972,15.441974
162646875,-33.018394,43.8326,-0.27990717,-1.7732276,-83.899773,174.05421,-77.529327,-32.585476,-1.2395923,15.436612
162647812.5,-33.018589,43.923443,-0.27947426,-1.7761124,-84.629158,-59.090828,-72.662109,4.8924723,-1.2393954,15.430333
162648750,-33.034904,43.688725,-0.28004894,-1.7652276,-82.141914,-36.540237,-80.192055,57.059948,-1.2396313,15.425629
162649687.5,-33.02346,43.946533,-0.27920908,-1.7758583,-96.512383,-104.5518,-81.361313,32.340599,-1.2392982,15.425624
162650625,-33.027336,44.040443,-0.27864289,-1.7780794,-79.115082,-103.89432,-93.133011,-179.03766,-1.2397088,15.417656
162651562.5,-33.052799,43.889851,-0.27853322,-1.7680517,-84.536232,-86.291458,-94.859146,57.934814,-1.240096,15.41364
162652500,-33.041229,43.986526,-0.27845097,-1.7735096,-81.293503,68.289452,-80.773315,177.63855,-1.2398148,15.407473
162653437.5,-33.034248,44.084293,-0.27821505,-1.7780691,-79.7799,22.142488,-80.23101,-58.312325,-1.2406542,15.399283
162654375,-33.016319,43.84164,-0.27993163,-1.7739427,-86.664238,-37.913921,-80.812477,-111.71629,-1.2398263,15.382774
162655312.5,-33.032036,44.132675,-0.27805802,-1.7800714,-81.117622,-19.293983,-72.242004,7.0570531,-1.2394339,15.383482
162656250,-33.023228,44.034222,-0.27880406,-1.7787219,-77.834549,143.49179,-80.602585,-43.530334,-1.2410483,15.374706
162657187.5,-32.995884,43.840565,-0.28059581,-1.7780879,-82.786194,-83.801094,-86.485497,120.37546,-1.2405283,15.371136
162658125,-33.025452,43.916737,-0.27928501,-1.7744931,-78.320412,-41.375793,-88.623161,21.67437,-1.2401241,15.371947
162659062.5,-33.045654,44.101921,-0.27776718,-1.7762986,-93.070564,-109.68225,-84.047981,-67.550705,-1.2397873,15.35846
162660000,-33.004929,43.836926,-0.280321,-1.7761195,-87.816536,-127.39353,-75.527184,-159.64594,-1.2408626,15.351523
162660937.5,-33.034389,43.954193,-0.27882206,-1.7738699,-82.268837,-141.28302,-92.124222,61.269371,-1.2408434,15.344259
162661875,-33.040409,43.967419,-0.27856696,-1.7730647,-95.605682,65.747215,-73.502495,176.06073,-1.2400579,15.341855
162662812.5,-33.043827,43.945023,-0.27856237,-1.7716486,-79.716095,25.163752,-78.405296,-161.09959,-1.2392453,15.33714
162663750,-33.017941,43.91687,-0.27952597,-1.7760332,-87.317322,-133.56648,-98.041618,-163.05859,-1.2410893,15.330839
162664687.5,-33.022491,43.938046,-0.27928001,-1.7757833,-78.727875,172.23451,-82.461456,176.37144,-1.2401801,15.322719
162665625,-33.015491,44.0312,-0.27906662,-1.7802101,-88.931114,77.937973,-78.689041,-99.634758,-1.2396729,15.327389
162666562.5,-33.049179,43.936035,-0.278433,-1.7702696,-83.677917,43.700096,-80.455254,161.94591,-1.2389185,15.308328
162667500,-33.021133,43.946522,-0.27928385,-1.7763335,-82.110863,139.80464,-79.839531,56.98069,-1.2389288,15.301557
162668437.5,-33.019661,44.132603,-0.27845466,-1.7826076,-81.795029,-174.32634,-77.414886,53.831619,-1.240105,15.293093
162669375,-33.012211,43.832424,-0.28010723,-1.7744849,-79.92955,91.471123,-81.724854,-146.79359,-1.2389139,15.292989
162670312.5,-33.024837,44.012432,-0.27885491,-1.7776926,-87.316582,-143.03253,-80.797867,-155.39545,-1.2404081,15.288185
162671250,-33.035793,43.952351,-0.27878571,-1.773524,-81.438126,-136.49026,-84.4944,9.7584391,-1.2392094,15.291073
162672187.5,-33.040684,43.885983,-0.27893999,-1.7703959,-77.12957,-120.31694,-77.747772,-43.0798,-1.2397306,15.272961
162673125,-33.024315,44.057663,-0.27865878,-1.7792507,-85.117622,-70.730827,-80.675697,138.98004,-1.2408196,15.263984
162674062.5,-33.017097,43.904911,-0.27960935,-1.7758211,-94.67028,4.1582136,-99.40136,-139.26823,-1.240883,15.261178
162675000,-33.022125,44.006653,-0.27896923,-1.7780627,-75.797546,-150.97694,-89.927567,153.94933,-1.2399882,15.253264
162675937.5,-33.051052,43.95153,-0.27830034,-1.7703837,-83.312531,-32.849411,-78.670082,170.53038,-1.2402365,15.247348
162676875,-33.03125,43.987846,-0.27876475,-1.7755917,-86.492935,173.80966,-78.911102,25.86301,-1.2412044,15.240879
162677812.5,-33.034801,44.05035,-0.27835709,-1.7768692,-90.764366,-111.27068,-85.541763,83.861343,-1.2406685,15.250358
162678750,-33.0247,44.089817,-0.27849489,-1.7802024,-95.70166,-174.4304,-94.358788,-114.98418,-1.2411021,15.23534
162679687.5,-33.030457,44.080757,-0.27835312,-1.7787327,-81.533623,-163.28404,-83.036224,157.9832,-1.2409998,15.230979
162680625,-33.031776,43.817711,-0.27954617,-1.770018,-89.624771,-120.29916,-87.718239,-157.28952,-1.2408437,15.214271
162681562.5,-33.017849,44.102493,-0.27865484,-1.7820146,-87.861191,2.0459378,-81.747223,178.21242,-1.2395625,15.220753
162682500,-33.041386,43.925079,-0.27873421,-1.7715076,-78.416962,177.70319,-78.751175,134.99565,-1.2406371,15.214882
162683437.5,-33.061218,43.897362,-0.27822831,-1.7665784,-84.736168,21.344366,-86.398071,94.426926,-1.2401826,15.200183
162684375,-33.021473,44.03484,-0.27885738,-1.7791005,-88.235474,106.42574,-78.887466,108.66399,-1.240139,15.196163
162685312.5,-33.045418,44.009541,-0.2782087,-1.7733912,-93.553032,-160.40627,-78.887131,-55.262947,-1.2403339,15.192739
162686250,-33.010338,44.122986,-0.27879903,-1.7842141,-88.553429,46.259251,-79.570908,102.55205,-1.2404903,15.181253
162687187.5,-33.03598,43.976532,-0.27866617,-1.7742617,-93.263626,53.112602,-78.446091,150.29427,-1.2400595,15.183196
162688125,-33.003857,43.913586,-0.27999488,-1.7788104,-86.858284,-120.59711,-80.302979,-63.840782,-1.2409657,15.17514
162689062.5,-33.015423,43.99086,-0.27925882,-1.7789278,-88.534897,-73.836075,-78.137917,13.718617,-1.2407926,15.176579
162690000,-33.048527,43.909657,-0.27857754,-1.7695571,-89.918892,-151.84402,-81.734932,131.70338,-1.2419664,15.155109
162690937.5,-33.034782,44.142029,-0.27792609,-1.7798076,-80.664032,-50.604099,-94.530342,-46.994091,-1.2405083,15.15522
162691875,-33.031361,43.958591,-0.27889872,-1.7746305,-83.486343,-44.777344,-79.231262,52.411552,-1.2415528,15.148105
162692812.5,-33.039757,44.064594,-0.27813134,-1.776311,-86.678223,142.94876,-93.174721,-21.101042,-1.2417266,15.148484
162693750,-33.01997,43.844406,-0.27980098,-1.7732859,-82.430717,-63.556763,-84.070435,145.61812,-1.2411029,15.129143
162694687.5,-33.004341,44.145893,-0.27888334,-1.7861828,-79.01416,-93.42659,-79.673416,-139.82178,-1.2397747,15.136295
162695625,-33.024452,44.04528,-0.27871266,-1.7788254,-93.575752,-43.483913,-91.73642,40.305149,-1.2410833,15.128448
162696562.5,-33.037315,43.947056,-0.27876174,-1.7730439,-79.142776,17.354471,-86.313568,0.94633693,-1.24005,15.118547
162697500,-33.034054,44.034618,-0.27845502,-1.7765181,-87.467613,-18.427261,-85.238655,-61.519386,-1.2406416,15.112253
162698437.5,-33.026371,43.966625,-0.27902108,-1.7759081,-79.736595,-24.592884,-79.906395,22.035154,-1.239588,15.113556
162699375,-33.033463,44.099598,-0.27816814,-1.7787203,-87.124779,-166.21928,-77.812996,-73.984642,-1.2418349,15.105168
162700312.5,-33.041176,44.170444,-0.27758786,-1.7794055,-76.883347,31.648603,-78.297935,-125.59171,-1.2412087,15.095309
162701250,-33.016048,44.247341,-0.2780284,-1.7870252,-84.337624,-119.86964,-78.059311,135.72285,-1.2409716,15.091503
162702187.5,-33.038635,44.193138,-0.2775622,-1.7806519,-77.37883,143.95372,-76.001251,-52.143295,-1.2401251,15.084248
162703125,-33.034557,44.158672,-0.27785492,-1.7803862,-77.254906,88.098915,-79.825134,-166.76559,-1.2397752,15.079352
162704062.5,-33.02541,44.171425,-0.27808747,-1.7826713,-76.589317,148.06059,-86.639786,41.163269,-1.2405578,15.07338
162705000,-33.023563,44.273037,-0.27766657,-1.7863003,-79.462471,16.836035,-83.313103,-33.897541,-1.2406771,15.065273
162705937.5,-33.044514,44.128387,-0.27767923,-1.7773786,-86.485016,50.747025,-83.481285,71.062645,-1.2397898,15.056173
162706875,-33.061615,44.019115,-0.27764571,-1.7703922,-88.975578,86.667061,-88.501366,-143.90692,-1.2407005,15.061336
162707812.5,-32.997017,44.147636,-0.27911022,-1.7877457,-88.938156,-15.970714,-79.207573,-161.54335,-1.2404276,15.044853
162708750,-33.02895,44.154041,-0.27805609,-1.7813879,-77.480667,161.38139,-96.143196,-4.9735332,-1.2424239,15.043731
162709687.5,-33.020962,44.029396,-0.27889943,-1.7790307,-82.056038,9.1679888,-79.357697,123.71285,-1.2407051,15.037705
162710625,-32.997086,44.15905,-0.27905399,-1.7880982,-83.080231,-59.104565,-79.72847,-3.2994792,-1.2420639,15.028986
162711562.5,-33.016098,43.831947,-0.27998424,-1.7736756,-74.075996,-83.654694,-78.468292,71.988602,-1.2406291,15.022512
162712500,-33.012642,44.118736,-0.2787452,-1.7836046,-80.192902,-7.3384314,-86.028847,79.231331,-1.2419858,15.0256
162713437.5,-33.047783,44.1259,-0.27758649,-1.7766299,-82.890854,-75.470924,-76.712975,26.665035,-1.240231,15.012597
162714375,-33.000629,44.163227,-0.27892041,-1.7875025,-85.487816,-135.78699,-87.141853,18.892813,-1.240687,15.00611
162715312.5,-33.030285,44.174538,-0.27791685,-1.7817703,-101.3073,-84.199707,-77.17244,135.23672,-1.2404194,15.00503
162716250,-33.016003,44.155556,-0.27846369,-1.7840953,-86.08992,-85.170761,-80.359772,98.398399,-1.2402259,14.992532
162717187.5,-33.015007,43.994102,-0.27925685,-1.779117,-91.425758,-80.746536,-90.64492,-5.9708834,-1.2401112,14.993696
162718125,-33.043808,44.066887,-0.27799103,-1.7755563,-77.8871,171.97285,-80.299942,-133.90839,-1.2418901,14.992171
162719062.5,-32.997032,44.150337,-0.27909699,-1.7878294,-94.610954,-114.64301,-82.079826,-139.22589,-1.2410216,14.975905
162720000,-33.010185,44.052208,-0.27913803,-1.7819734,-81.546249,92.172554,-83.313049,117.34742,-1.2404202,14.966434
162720937.5,-33.005756,44.034996,-0.27936152,-1.7823288,-86.453484,108.72002,-78.138191,173.68727,-1.2405037,14.963675
162721875,-33.035854,44.050571,-0.27832225,-1.7766604,-78.152779,94.455482,-94.096191,23.757202,-1.2410569,14.947889
162722812.5,-33.031944,43.876842,-0.27926356,-1.7718849,-76.744705,164.53203,-87.634392,-95.920425,-1.2414445,14.954317
162723750,-33.014091,44.200336,-0.27831334,-1.785923,-78.728874,133.18449,-105.64279,-87.10434,-1.2422522,14.942916
162724687.5,-33.011097,44.049232,-0.27912277,-1.7816905,-81.35434,-98.665565,-80.415466,-68.965637,-1.2418258,14.948793
162725625,-33.014736,43.942776,-0.27950719,-1.7775224,-90.478516,53.497814,-80.438927,84.740524,-1.2410278,14.93004
162726562.5,-33.034531,44.055603,-0.27834105,-1.7770929,-83.294304,139.7995,-78.683556,162.55795,-1.2408781,14.928024
162727500,-33.028431,44.154507,-0.27807051,-1.7815093,-78.073288,-46.992996,-77.721481,-105.38493,-1.2410545,14.920309
162728437.5,-33.020699,43.88184,-0.27960184,-1.7743424,-74.535316,-171.76968,-83.583496,-90.793877,-1.2412779,14.918419
162729375,-33.019451,43.913975,-0.27949095,-1.775631,-90.391243,20.634073,-82.997658,-148.65907,-1.2413822,14.91011
162730312.5,-33.01231,43.937408,-0.27961051,-1.7778463,-89.893936,-171.76823,-87.73378,159.94403,-1.2415725,14.905704
162731250,-33.033817,43.820503,-0.27946746,-1.7696918,-78.010399,145.9967,-90.578682,-30.692244,-1.24165,14.895906
162732187.5,-33.049259,44.047356,-0.27790827,-1.7738171,-76.067078,-159.09225,-96.858696,19.556761,-1.2418462,14.895224
162733125,-33.039036,44.103886,-0.27796963,-1.7777162,-83.382095,59.310978,-85.928467,52.543182,-1.241088,14.882786
162734062.5,-33.031342,43.890099,-0.27922085,-1.7724346,-79.869865,-13.577614,-84.041565,59.68774,-1.2406698,14.880085
162735000,-33.014919,44.039463,-0.27904612,-1.780593,-83.319328,-82.381958,-82.128288,-39.421215,-1.2415494,14.871976
